location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
St. Joseph,St. Joseph,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm10,21,µg/m³,39.741667,-94.858333,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Missouri Department of Natural Resources""}]"
PASCAGOULA,Pascagoula,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,10.3,µg/m³,30.377501,-88.533897,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Mississippi DEQ""}]"
Hinds CC,Jackson,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,11.7,µg/m³,32.346905,-90.225928,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Mississippi DEQ""}]"
Jackson NCORE,Jackson,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,12.9,µg/m³,32.329111,-90.182722,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Mississippi DEQ""}]"
Jackson NCORE,Jackson,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,co,0,ppm,32.329111,-90.182722,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Mississippi DEQ""}]"
GPORT YC,Gulfport-Biloxi,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,9.9,µg/m³,30.39,-89.0497,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Mississippi DEQ""}]"
WAVELAND,Gulfport-Biloxi,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,9.6,µg/m³,30.3008,-89.395798,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Mississippi DEQ""}]"
Hattiesburg,Hattiesburg,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,9.8,µg/m³,31.322779,-89.287498,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Mississippi DEQ""}]"
HERNANDO,Memphis,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,10.4,µg/m³,34.820556,-89.987778,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Mississippi DEQ""}]"
CLEVELAND,BOLIVAR,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,9.9,µg/m³,33.750833,-90.734167,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Mississippi DEQ""}]"
St. Michael,Minneapolis-St. Paul-Bloomington,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,11,µg/m³,45.2108,-93.6686,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
St. Cloud,Minneapolis-St. Paul-Bloomington,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,7,µg/m³,45.55,-94.1333,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Shakopee,Minneapolis-St. Paul-Bloomington,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,9,µg/m³,44.789398,-93.512497,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
West Duluth,Duluth,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,3,µg/m³,46.743889,-92.166946,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Virginia,ST. LOUIS,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,8,µg/m³,47.5212,-92.5393,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
St. Paul-Harding H.S,Minneapolis-St. Paul-Bloomington,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,8,µg/m³,44.9594,-93.0356,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Los Angeles - N. Mai,Los Angeles-Long Beach-Santa Ana,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,co,1.04,ppm,34.066429,-118.226755,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Coast AQMD""}]"
West Los Angeles - V,Los Angeles-Long Beach-Santa Ana,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,co,0.42,ppm,34.051097,-118.456386,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Coast AQMD""}]"
Glendora - Laurel,Los Angeles-Long Beach-Santa Ana,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,7.6,µg/m³,34.1439,-117.8508,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Coast AQMD""}]"
Glendora - Laurel,Los Angeles-Long Beach-Santa Ana,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,11,µg/m³,34.1439,-117.8508,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Coast AQMD""}]"
Glendora - Laurel,Los Angeles-Long Beach-Santa Ana,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,co,0.33,ppm,34.1439,-117.8508,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Coast AQMD""}]"
Azusa,Los Angeles-Long Beach-Santa Ana,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,co,0.29,ppm,34.136474,-117.923963,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Coast AQMD""}]"
Oildale - 3311 Manor,Bakersfield,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,139,µg/m³,35.4389,-119.0158,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Bakersfield - Califo,Bakersfield,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,55,µg/m³,35.356667,-119.062778,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Mojave - 923 Poole S,Bakersfield,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,-2,µg/m³,35.0506,-118.1464,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Mojave - 923 Poole S,Bakersfield,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,8,µg/m³,35.0506,-118.1464,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Fort Independence Me,Bishop,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,6,µg/m³,36.8028,-118.1167,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tribal Environmental Exchange Network""}]"
Lone Pine Paiute/Sho,Bishop,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,7.5,µg/m³,36.5975,-118.04,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tribal Environmental Exchange Network""}]"
Lone Pine Paiute/Sho,Bishop,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,14,µg/m³,36.5975,-118.04,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tribal Environmental Exchange Network""}]"
Keeler,Bishop,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,0.1,µg/m³,36.4878,-117.871,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Great Basin Unified Air Pollution Control District""}]"
Keeler,Bishop,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,6,µg/m³,36.4878,-117.871,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Great Basin Unified Air Pollution Control District""}]"
Coso Junction,Bishop,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,18,µg/m³,36.0494,-117.9439,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Great Basin Unified Air Pollution Control District""}]"
Mill Site,Bishop,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,2,µg/m³,36.4581,-117.8519,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Great Basin Unified Air Pollution Control District""}]"
North Beach,Bishop,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,7,µg/m³,36.542233,-117.990055,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Great Basin Unified Air Pollution Control District""}]"
Lizard Tail,Bishop,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,5,µg/m³,36.5432,-117.9418,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Great Basin Unified Air Pollution Control District""}]"
Bill Stanley,Bishop,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,9,µg/m³,36.3619,-118.0108,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Great Basin Unified Air Pollution Control District""}]"
Shell Cut,Bishop,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,6,µg/m³,36.3663,-117.8976,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Great Basin Unified Air Pollution Control District""}]"
Lone Pine,Bishop,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,9,µg/m³,36.609,-118.0578,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Great Basin Unified Air Pollution Control District""}]"
NCore - White Mounta,Bishop,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,4.8,µg/m³,37.360701,-118.330835,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Great Basin Unified Air Pollution Control District""}]"
NCore - White Mounta,Bishop,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,23,µg/m³,37.360701,-118.330835,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Great Basin Unified Air Pollution Control District""}]"
NCore - White Mounta,Bishop,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,co,0.1,ppm,37.360701,-118.330835,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Great Basin Unified Air Pollution Control District""}]"
Niland - English Roa,El Centro,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,22,µg/m³,33.2136,-115.5444,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Imperial County Air Pollution Control District""}]"
Westmorland - 570 Co,El Centro,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,48,µg/m³,33.0325,-115.6225,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Imperial County Air Pollution Control District""}]"
El Centro - 9th Stre,El Centro,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,6,µg/m³,32.7917,-115.5617,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Imperial County Air Pollution Control District""}]"
El Centro - 9th Stre,El Centro,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,18,µg/m³,32.7917,-115.5617,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Imperial County Air Pollution Control District""}]"
Brawley - 220 Main S,El Centro,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,49,µg/m³,32.978298,-115.5383,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Imperial County Air Pollution Control District""}]"
Calexico - Ethel Str,El Centro,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,12,µg/m³,32.676102,-115.483299,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Calexico - Ethel Str,El Centro,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,co,0.5,ppm,32.676102,-115.483299,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Humboldt Hill,HUMBOLDT,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,43.4,µg/m³,40.715279,-124.201393,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Coast Unified Air Quality Management District""}]"
Jacobs,HUMBOLDT,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,63,µg/m³,40.776943,-124.177498,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Coast Unified Air Quality Management District""}]"
Willows-Colusa,GLENN,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,162,µg/m³,39.533889,-122.190833,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Willows-Colusa,GLENN,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,220,µg/m³,39.533889,-122.190833,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Fresno - Garland,FRESNO,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,57.7,µg/m³,36.785378,-119.773206,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Fresno - Garland,FRESNO,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,181,µg/m³,36.785378,-119.773206,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Fresno - Garland,FRESNO,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,co,1.65,ppm,36.785378,-119.773206,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
South Lake Tahoe - S,Sacramento--Arden-Arcade--Roseville,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,19,µg/m³,38.945,-119.9689,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
San Pablo - Rumrill,San Francisco-Oakland-Fremont,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,134,µg/m³,37.9604,-122.3571,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
San Pablo - Rumrill,San Francisco-Oakland-Fremont,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,co,0.99,ppm,37.9604,-122.3571,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Bethel Island,San Francisco-Oakland-Fremont,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,co,1.05,ppm,38.006311,-121.641918,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Concord,San Francisco-Oakland-Fremont,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,83,µg/m³,37.9383,-122.025,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Concord,San Francisco-Oakland-Fremont,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,co,1.03,ppm,37.9383,-122.025,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Colusa - Sunrise Blv,COLUSA,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,198,µg/m³,39.2031,-122.0169,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Colusa - Sunrise Blv,COLUSA,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,239,µg/m³,39.2031,-122.0169,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Cortina Rancheria,COLUSA,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,60.1,µg/m³,39.015,-122.286111,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tribal Environmental Exchange Network""}]"
San Andreas,CALAVERAS,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,39,µg/m³,38.2019,-120.680603,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
San Andreas,CALAVERAS,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,39,µg/m³,38.2019,-120.680603,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Gridley,Chico,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,400,µg/m³,39.32756,-121.66881,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Chico -  East,BUTTE,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,301,µg/m³,39.76161,-121.84048,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Chico -  East,BUTTE,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,355,µg/m³,39.76161,-121.84048,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Chico -  East,BUTTE,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,co,2.7,ppm,39.76161,-121.84048,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Pleasanton - Owens C,San Francisco-Oakland-Fremont,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,120,µg/m³,37.701222,-121.903019,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Berkeley Aquatic Par,ALAMEDA,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,126,µg/m³,37.864767,-122.302741,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Berkeley Aquatic Par,ALAMEDA,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,co,2.05,ppm,37.864767,-122.302741,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Berkeley Aquatic Par,ALAMEDA,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,bc,5.72,µg/m³,37.864767,-122.302741,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Laney College,San Francisco-Oakland-Fremont,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,161,µg/m³,37.793624,-122.263376,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Laney College,San Francisco-Oakland-Fremont,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,co,1.75,ppm,37.793624,-122.263376,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Laney College,San Francisco-Oakland-Fremont,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,bc,6.37,µg/m³,37.793624,-122.263376,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Oakland West,San Francisco-Oakland-Fremont,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,109,µg/m³,37.8148,-122.282402,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Oakland West,San Francisco-Oakland-Fremont,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,co,2.79,ppm,37.8148,-122.282402,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Oakland West,San Francisco-Oakland-Fremont,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,bc,5.18,µg/m³,37.8148,-122.282402,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Oakland,San Francisco-Oakland-Fremont,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,134,µg/m³,37.743061,-122.169907,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Oakland,San Francisco-Oakland-Fremont,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,co,1.18,ppm,37.743061,-122.169907,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Livermore - Rincon,San Francisco-Oakland-Fremont,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,171,µg/m³,37.687526,-121.784217,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Livermore - Rincon,San Francisco-Oakland-Fremont,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,bc,6.83,µg/m³,37.687526,-121.784217,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
El Dorado,El Dorado,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,8.5,µg/m³,33.215,-92.6689,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Arkansas Department of Environmental Quality""}]"
PARR,Little Rock-North Little Rock,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,7.4,µg/m³,34.7561,-92.2758,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Arkansas Department of Environmental Quality""}]"
MARION,Memphis,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,4.5,µg/m³,35.1967,-90.1911,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Arkansas Department of Environmental Quality""}]"
Yuma Supersite,Yuma,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm25,8,µg/m³,32.690277,-114.614441,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Arizona Department of Environmental Quality""}]"
Yuma Supersite,Yuma,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,22,µg/m³,32.690277,-114.614441,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Arizona Department of Environmental Quality""}]"
Nogales Post Office,Nogales,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm25,16,µg/m³,31.337204,-110.936722,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Arizona Department of Environmental Quality""}]"
Nogales Post Office,Nogales,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,77,µg/m³,31.337204,-110.936722,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Arizona Department of Environmental Quality""}]"
CasaBlanca,PINAL,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,65,µg/m³,33.11753,-111.88491,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Gila River Indian Community DEQ Air Quality Program""}]"
Sacaton,PINAL,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,8,µg/m³,33.080003,-111.739298,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Gila River Indian Community DEQ Air Quality Program""}]"
Hidden Valley,PINAL,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,16,µg/m³,32.884761,-112.03705,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pinal County Air Quality Control District""}]"
Eloy,PINAL,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,24,µg/m³,32.757639,-111.554861,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pinal County Air Quality Control District""}]"
Pinal County Housing,Phoenix-Mesa-Scottsdale,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,10,µg/m³,32.891056,-111.570503,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pinal County Air Quality Control District""}]"
COMBS,Phoenix-Mesa-Scottsdale,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,35,µg/m³,33.2192,-111.5608,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pinal County Air Quality Control District""}]"
Stanfield,Phoenix-Mesa-Scottsdale,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,35,µg/m³,32.881195,-111.961998,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pinal County Air Quality Control District""}]"
Pinal Air Park,Phoenix-Mesa-Scottsdale,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,36,µg/m³,32.508308,-111.30806,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pinal County Air Quality Control District""}]"
Apache Junction,Phoenix-Mesa-Scottsdale,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,6,µg/m³,33.42,-111.5042,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maricopa County Air Quality Department""}]"
Casa Grande Downtown,Phoenix-Mesa-Scottsdale,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,14,µg/m³,32.877583,-111.852219,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pinal County Air Quality Control District""}]"
Geronimo,Tucson,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm25,6,µg/m³,32.25,-110.9667,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pima County Department of Environmental Quality""}]"
